Name,Positions,Age,OVA,Potential,Team,Contract,Value,Wage,Total
N. Madueke,RW,20,77,86,PSV,2019 ~ 2025,€23M,€16K,1896
K. Aktürkoğlu,LM,23,75,81,Galatasaray SK,2020 ~ 2026,€9M,€46K,1822
M. Gusto,RB,19,75,85,Olympique Lyonnais,2020 ~ 2024,€11.5M,€24K,1891
K. Schade,RM,20,70,83,Sport-Club Freiburg,2021 ~ 2026,€3.8M,€11K,1674
C. Lukeba,CB,19,76,86,Olympique Lyonnais,2021 ~ 2025,€15M,€25K,1838
O. Giroud,ST,35,82,82,AC Milan,2021 ~ 2023,€13M,€66K,1928
A. Modeste,ST,34,79,79,Borussia Dortmund,2022 ~ 2023,€8.5M,€53K,1878
P. Aubameyang,ST,33,85,85,FC Barcelona,2022 ~ 2025,€34.5M,€220K,2028
L. Shaw,LB,26,80,81,Manchester United,2014 ~ 2023,€22.5M,€105K,2082
E. Can,CM,28,82,82,Borussia Dortmund,2020 ~ 2024,€30.5M,€63K,2271
M. Salah,RW,30,90,90,Liverpool,2017 ~ 2023,€115.5M,€270K,2226
Gabriel,CB,24,81,87,Arsenal,2020 ~ 2025,€37M,€74K,1728
N. Molina,RWB,24,78,84,Atlético de Madrid,2022 ~ 2027,€21M,€39K,2014
D. Dumfries,RWB,26,82,84,Inter,2021 ~ 2025,€34.5M,€73K,2061
T. Müller,CAM,32,87,87,FC Bayern München,2008 ~ 2024,€63M,€115K,2140
Casemiro,CDM,30,89,89,Real Madrid CF,2013 ~ 2025,€86M,€300K,2209
R. Varane,CB,29,84,85,Manchester United,2021 ~ 2025,€39M,€155K,1910
R. Guerreiro,LB,28,82,82,Borussia Dortmund,2016 ~ 2023,€27.5M,€57K,2171
S. Milinković-Savić,CM,27,86,87,Lazio,2015 ~ 2024,€77.5M,€90K,2250
Rúben Neves,CM,25,83,86,Wolverhampton Wanderers,2017 ~ 2024,€47.5M,€105K,2171
Gonçalo Guedes,ST,25,82,85,Wolverhampton Wanderers,2022 ~ 2024,€41M,€105K,2034
M. Akanji,CB,26,81,82,Borussia Dortmund,2018 ~ 2023,€26.5M,€51K,1964
M. Škriniar,CB,27,86,87,Inter,2017 ~ 2023,€68.5M,€105K,1861
M. Edwards,RW,23,78,84,Sporting CP,2022 ~ 2026,€22M,€15K,1837
Matheus Cunha,ST,23,81,86,Atlético de Madrid,2021 ~ 2026,€39.5M,€60K,2018
J. Lindstrøm,CAM,22,75,84,Eintracht Frankfurt,2021 ~ 2026,€12.5M,€22K,1899
O. Kossounou,CB,21,75,84,Bayer 04 Leverkusen,2021 ~ 2026,€12M,€27K,1695
K. Thuram,CM,21,77,84,OGC Nice,2019 ~ 2025,€21.5M,€30K,2070
C. Ramsay,RB,18,64,81,Liverpool,2022 ~ 2027,€1.4M,€5K,1697
Evanilson,ST,22,78,86,FC Porto,2020 ~ 2025,€32M,€15K,1796
A. Nusa,LW,17,64,84,Club Brugge KV,2021 ~ 2024,€1.6M,€1K,1631
G. Goodman,LB,29,79,79,AFC Richmond,2019 ~ 2023,€15.5M,€950,2039
A. Sánchez,CF,33,79,79,Olympique de Marseille,2022 ~ 2023,€11M,€48K,2052
Coutinho,CAM,30,82,82,Aston Villa,2022 ~ 2026,€29.5M,€100K,2076
Sergio Busquets,CDM,33,85,85,FC Barcelona,2008 ~ 2023,€26.5M,€190K,2002
T. Partey,CDM,29,84,84,Arsenal,2020 ~ 2024,€36M,€115K,2143
P. Zieliński,CAM,28,83,83,Napoli,2016 ~ 2024,€36.5M,€78K,2125
K. Coman,LM,26,86,87,FC Bayern München,2015 ~ 2027,€80M,€105K,1981
M. Brozović,CDM,29,86,86,Inter,2016 ~ 2026,€58M,€110K,2227
Diogo Jota,CF,25,85,89,Liverpool,2020 ~ 2025,€76M,€170K,2183
B. Pavard,RB,26,79,81,FC Bayern München,2019 ~ 2024,€20M,€56K,2024
Lucas Paquetá,CAM,24,82,87,Olympique Lyonnais,2020 ~ 2025,€46M,€70K,2188
A. Ramsdale,GK,24,82,86,Arsenal,2021 ~ 2025,€34.5M,€62K,1396
A. Gordon,LM,21,75,84,Everton,2017 ~ 2025,€12.5M,€26K,1829
Dani Olmo,CAM,24,82,87,RB Leipzig,2020 ~ 2024,€46M,€59K,2037
W. Fofana,CB,21,79,86,Leicester City,2020 ~ 2027,€33M,€55K,1772
D. Rensch,RB,19,73,83,Ajax,2019 ~ 2025,€6.5M,€6K,1867
A. Fatawu Issahaku,CAM,18,67,86,Sporting CP,2022 ~ 2027,€2.6M,€2K,1746
22 Alejandro Garnacho,LM,17,63,84,Manchester United,2021 ~ 2023,€1.5M,€2K,1589
N. Süle,CB,26,85,87,Borussia Dortmund,2022 ~ 2026,€59M,€72K,1839
R. De Paul,CM,28,84,84,Atlético de Madrid,2021 ~ 2026,€42M,€85K,2240
Fabián,CM,26,83,85,Napoli,2018 ~ 2023,€44.5M,€75K,2125
L. Pellegrini,CAM,26,84,87,Roma,2017 ~ 2026,€55M,€95K,2258
J. Bijlow,GK,24,79,85,Feyenoord,2015 ~ 2025,€22.5M,€9K,1236
D. Rice,CDM,23,84,87,West Ham United,2016 ~ 2024,€52M,€83K,2075
E. Ampadu,CDM,21,73,80,Chelsea,2017 ~ 2024,€6M,€43K,1803
F. Chiesa,LW,24,84,90,Juventus,2022 ~ 2025,€66.5M,€140K,2073
A. Sambi Lokonga,CM,22,75,83,Arsenal,2021 ~ 2026,€12.5M,€55K,1972
C. Jones,CM,21,76,84,Liverpool,2018 ~ 2025,€17M,€60K,1960
J. Ramsey,CM,21,75,85,Aston Villa,2017 ~ 2027,€12.5M,€47K,2040
G. Plata,RM,21,77,86,Real Valladolid CF,2022 ~ 2027,€23.5M,€18K,1915
B. Aaronson,CAM,21,74,81,Leeds United,2022 ~ 2027,€8.5M,€24K,1930
N. Collins,CB,18,61,82,Borussia Dortmund,2021 ~ 2023,€1M,€2K,1395
C. Palmer,RW,20,67,85,Manchester City,2018 ~ 2026,€2.7M,€26K,1727
M. Flores,LM,18,64,81,Real Oviedo,"Jun 30, 2023 On Loan",€1.5M,€5K,1599
22 Dani Alves,RB,38,77,77,FC Barcelona,2022 ~ 2022,€2.3M,€71K,2091
De Gea,GK,31,87,87,Manchester United,2011 ~ 2023,€42M,€150K,1415
A. Griezmann,ST,31,83,83,Atlético de Madrid,"Jun 30, 2023 On Loan",€30.5M,€185K,2235
K. Koulibaly,CB,31,87,87,Chelsea,2022 ~ 2026,€54.5M,€175K,1789
M. Depay,CF,28,85,85,FC Barcelona,2021 ~ 2023,€55M,€230K,2089
Héctor Bellerín,RB,27,79,80,Arsenal,2014 ~ 2023,€18.5M,€76K,1951
Marquinhos,CB,28,88,90,Paris Saint-Germain,2013 ~ 2024,€92M,€170K,2082
F. Kostić,LM,29,85,85,Eintracht Frankfurt,2019 ~ 2023,€53M,€56K,2234
N. Süle,CB,26,85,87,Borussia Dortmund,2022 ~ 2026,€59M,€72K,1839
M. Neuer,GK,36,90,90,FC Bayern München,2011 ~ 2024,€13.5M,€72K,1535
D. Mertens,CF,35,84,84,Galatasaray SK,2022 ~ 2023,€18M,€86K,1999
T. Kroos,CM,32,88,88,Real Madrid CF,2014 ~ 2023,€72M,€310K,2147
L. Bonucci,CB,35,84,84,Juventus,2018 ~ 2024,€11M,€95K,1947
T. Courtois,GK,30,90,91,Real Madrid CF,2018 ~ 2026,€90M,€250K,1334
S. Gnabry,RM,26,85,85,FC Bayern München,2017 ~ 2026,€59M,€100K,2058
L. Trossard,LM,27,79,79,Brighton & Hove Albion,2019 ~ 2023,€18.5M,€71K,1957
L. Goretzka,CM,27,87,88,FC Bayern München,2018 ~ 2026,€91M,€115K,2312
Y. Tielemans,CM,25,84,86,Leicester City,2019 ~ 2023,€52.5M,€115K,2187
C. Pulisic,LW,23,82,88,Chelsea,2019 ~ 2024,€48M,€120K,1954
A. Vega,LW,24,77,83,,Free,€0,€0,1944
M. Terrier,LW,25,81,84,Stade Rennais FC,2020 ~ 2025,€34M,€61K,1977
S. McTominay,CDM,25,80,83,Manchester United,2013 ~ 2025,€25M,€100K,2093
Pau Torres,CB,25,83,89,Villarreal CF,2016 ~ 2024,€50.5M,€43K,1891
M. Damsgaard,LM,21,76,85,U.C. Sampdoria,2020 ~ 2024,€17M,€15K,1932
D. Spence,RWB,21,75,84,Tottenham Hotspur,2022 ~ 2027,€12M,€44K,1715
S. Simón,RM,20,74,84,River Plate,2021 ~ 2024,€9.5M,€11K,1993
A. Karabec,CAM,18,72,85,AC Sparta Praha,2020 ~ 2023,€5.5M,€500,1791
M. van de Ven,CB,21,69,84,VfL Wolfsburg,2021 ~ 2025,€3.2M,€12K,1699
Ilias,RW,18,67,83,FC Barcelona,2021 ~ 2023,€2.6M,€15K,1550
M. Soulé,RW,19,68,85,Juventus,2021 ~ 2024,€3.1M,€20K,1707
Jesús Navas,RB,36,83,83,Sevilla FC,2017 ~ 2024,€8M,€28K,2169
Sergio Ramos,CB,36,84,84,Paris Saint-Germain,2021 ~ 2023,€7.5M,€75K,2137
F. Ribéry,CF,39,77,77,US Salernitana 1919,2021 ~ 2023,€3.6M,€22K,1845
Thiago,CM,31,86,86,Liverpool,2020 ~ 2024,€55.5M,€180K,2225
V. van Dijk,CB,30,90,90,Liverpool,2018 ~ 2025,€98M,€230K,2117
Mário Rui,LB,31,78,78,Napoli,2018 ~ 2025,€10M,€47K,2057
Ricardo Pereira,RB,28,83,83,Leicester City,2018 ~ 2026,€33M,€105K,2168
K. Mbabu,RB,27,77,77,Fulham,2022 ~ 2025,€10M,€50K,1949
J. Tah,CB,26,82,84,Bayer 04 Leverkusen,2015 ~ 2025,€33.5M,€62K,1726
D. van de Beek,CM,25,79,84,Manchester United,2020 ~ 2025,€25.5M,€105K,2118
U. Çakır,GK,26,80,84,Trabzonspor,2014 ~ 2024,€22.5M,€33K,1326
M. Cash,RB,24,79,84,Aston Villa,2020 ~ 2027,€24.5M,€65K,2048
T. Awoniyi,ST,24,77,80,Nottingham Forest,2022 ~ 2027,€14.5M,€56K,1834
M. Wöber,CB,24,75,80,FC Red Bull Salzburg,2019 ~ 2025,€7.5M,€20K,1925
E. Eze,CAM,24,76,81,Crystal Palace,2020 ~ 2025,€11.5M,€42K,1939
Douglas Luiz,CDM,24,78,83,Aston Villa,2019 ~ 2023,€19.5M,€59K,2034
H. Traorè,LM,22,78,87,U.S. Sassuolo Calcio,2021 ~ 2024,€31.5M,€30K,2014
R. Aït Nouri,LWB,21,76,86,Wolverhampton Wanderers,2021 ~ 2026,€16M,€43K,1882
Riqui Puig,CM,22,74,82,LA Galaxy,2022 ~ 2025,€9.5M,€7K,1865
J. Scally,RB,19,71,82,Borussia Mönchengladbach,2021 ~ 2023,€3.9M,€8K,1746
M. Lacroix,CB,22,77,86,VfL Wolfsburg,2020 ~ 2025,€22M,€34K,1736
S. Diop,LM,22,78,86,AS Monaco,2018 ~ 2026,€31.5M,€43K,1959
F. Pellistri,RM,20,70,82,Manchester United,2020 ~ 2025,€3.8M,€35K,1754
P. Wimmer,RM,21,76,85,VfL Wolfsburg,2022 ~ 2027,€17M,€30K,1903
M. Thiaw,CB,20,72,83,FC Schalke 04,2020 ~ 2024,€4.8M,€12K,1792
David Costa,LW,21,73,81,Racing Club de Lens,2020 ~ 2024,€7M,€20K,1673
K. Gordon,RW,17,62,84,Liverpool,2021 ~ 2023,€1.2M,€3K,1469
João Pedro,ST,20,71,84,Watford,2020 ~ 2025,€4.5M,€22K,1680
M. Carnesecchi,GK,22,74,84,Atalanta,2019 ~ 2026,€8M,€23K,1054
C. Tzolis,LW,20,72,80,FC Twente,"Jun 30, 2023 On Loan",€5M,€25K,1839
Thiago Silva,CB,37,86,86,Chelsea,2020 ~ 2023,€12M,€115K,2012
Morata,ST,29,80,80,Atlético de Madrid,2020 ~ 2023,€21M,€66K,1926
G. Kondogbia,CM,29,82,82,Atlético de Madrid,2020 ~ 2024,€29.5M,€71K,2181
R. Sterling,LW,27,86,86,Chelsea,2022 ~ 2027,€72.5M,€195K,2102
E. Martínez,GK,29,84,84,Aston Villa,2020 ~ 2027,€29M,€95K,1457
Carvajal,RB,30,84,84,Real Madrid CF,2013 ~ 2025,€36.5M,€185K,2105
L. Paredes,CDM,28,80,80,Paris Saint-Germain,2019 ~ 2024,€18.5M,€79K,2150
Willian Arão,CDM,30,77,77,Fenerbahçe SK,2022 ~ 2024,€9M,€55K,1976
J. Vardy,ST,35,85,85,Leicester City,2012 ~ 2023,€23M,€110K,2118
J. Kimmich,CDM,27,89,90,FC Bayern München,2015 ~ 2025,€105.5M,€130K,2283
S. Azmoun,ST,27,80,81,Bayer 04 Leverkusen,2022 ~ 2027,€24.5M,€63K,1970
G. Di Lorenzo,RB,28,82,82,Napoli,2019 ~ 2026,€27.5M,€66K,2135
C. Lenglet,CB,27,78,81,Tottenham Hotspur,"Jun 30, 2023 On Loan",€16M,€105K,1851
H. Lozano,RW,26,81,81,Napoli,2019 ~ 2024,€28M,€69K,2013
L. Sané,LM,26,84,85,FC Bayern München,2020 ~ 2025,€49.5M,€90K,2086
A. Rossi,GK,26,79,83,Boca Juniors,2017 ~ 2023,€19M,€16K,1303
M. Thuram,ST,24,78,83,Borussia Mönchengladbach,2019 ~ 2023,€21.5M,€29K,1973
A. Wan-Bissaka,RB,24,80,83,Manchester United,2019 ~ 2024,€26.5M,€90K,1942
Unai Simón,GK,25,83,86,Athletic Club de Bilbao,2015 ~ 2025,€37M,€30K,1311
G. Montiel,RB,25,79,81,Sevilla FC,2021 ~ 2026,€20M,€28K,2046
L. Jović,ST,24,79,84,Fiorentina,2022 ~ 2024,€27M,€55K,1916
J. Sánchez,RB,24,76,82,,Free,€0,€0,1966
Jota,LW,23,76,83,Celtic,2021 ~ 2027,€15M,€46K,1896
F. Kadioglu,LB,22,73,80,Fenerbahçe SK,2018 ~ 2026,€6M,€36K,1987
S. Szymański,CAM,23,74,83,Feyenoord,2019 ~ 2026,€9.5M,€9K,1843
M. Guendouzi,CM,23,80,86,Olympique de Marseille,2022 ~ 2025,€33M,€41K,2127
David Neres,RW,25,79,82,SL Benfica,2022 ~ 2027,€23M,€18K,1906
N. Casale,CB,24,76,84,Lazio,2022 ~ 2027,€15.5M,€33K,1909
T. Koopmeiners,CM,24,80,84,Atalanta,2021 ~ 2025,€30M,€49K,2170
N. De la Cruz,CM,25,78,79,River Plate,2017 ~ 2022,€16.5M,€19K,2197
A. Gouiri,ST,22,79,86,OGC Nice,2020 ~ 2024,€36M,€46K,2024
K. Mavropanos,CB,24,78,83,VfB Stuttgart,2022 ~ 2025,€19M,€22K,1789
B. Badiashile,CB,21,77,85,AS Monaco,2018 ~ 2024,€22M,€31K,1762
P. De la Vega,RM,21,73,83,Club Atlético Lanús,2018 ~ 2025,€7M,€11K,1965
David Carmo,CB,22,76,85,FC Porto,2022 ~ 2027,€15.5M,€11K,1501
João Pedro,ST,20,71,84,Watford,2020 ~ 2025,€4.5M,€22K,1680
K. Tierney,LB,25,81,85,Arsenal,2019 ~ 2024,€33M,€82K,2096
D. Sow,CM,25,80,82,Eintracht Frankfurt,2019 ~ 2024,€26.5M,€34K,2119
G. Donnarumma,GK,23,88,92,Paris Saint-Germain,2021 ~ 2026,€103.5M,€110K,1375
R. Le Normand,CB,25,81,86,Real Sociedad,2016 ~ 2026,€34M,€36K,1623
H. Aouar,CAM,24,79,84,Olympique Lyonnais,2016 ~ 2023,€26.5M,€57K,2073
A. Sabiri,CAM,25,72,77,U.C. Sampdoria,2022 ~ 2025,€3.4M,€14K,1890
T. Kubo,RM,21,74,84,Real Sociedad,2022 ~ 2027,€9.5M,€19K,1805
S. Kalajdžić,ST,24,78,82,VfB Stuttgart,2019 ~ 2023,€20.5M,€27K,1829
C. Hudson-Odoi,LW,21,77,84,Chelsea,2017 ~ 2024,€21.5M,€72K,1926
J. Ferreira,CF,21,74,84,FC Dallas,2016 ~ 2025,€9.5M,€7K,1924
Y. Adli,CM,21,75,82,AC Milan,2021 ~ 2026,€11.5M,€37K,2005
T. Parrott,ST,20,66,80,Preston North End,"Jun 30, 2023 On Loan",€2.1M,€17K,1763
E. Laird,RB,20,70,82,Manchester United,2018 ~ 2023,€3.7M,€31K,1825
B. Dia,ST,25,79,83,Villarreal CF,2021 ~ 2026,€24.5M,€39K,1849
L. Stergiou,CB,20,67,84,FC St. Gallen 1879,2019 ~ 2024,€2.5M,€3K,1537
Zubimendi,CM,23,79,86,Real Sociedad,2018 ~ 2025,€35M,€32K,1994
Mateu Morey,RB,22,72,81,Borussia Dortmund,2019 ~ 2024,€5M,€22K,1802
Samuel Lino,LM,22,75,83,Valencia CF,"Jun 30, 2023 On Loan",€12.5M,€36K,1811
N. Ünüvar,LW,19,67,85,Ajax,2019 ~ 2026,€2.6M,€4K,1679
J. Šutalo,CB,22,75,84,Dinamo Zagreb,2018 ~ 2028,€12M,€800,1694
A. Stach,CM,23,76,82,1. FSV Mainz 05,2021 ~ 2024,€12M,€23K,2020
R. Højlund,ST,19,67,79,SK Sturm Graz,2022 ~ 2026,€2.4M,€5K,1663
A. Scott,CAM,18,67,85,Bristol City,2021 ~ 2025,€2.6M,€4K,1808
D. Samek,CDM,18,69,80,Lecce,2022 ~ 2023,€2.8M,€2K,1895
G. Bale,RW,32,81,81,Los Angeles FC,2022 ~ 2023,€20.5M,€14K,2157
M. Götze,CAM,30,81,81,Eintracht Frankfurt,2022 ~ 2025,€25M,€38K,2071
Morata,ST,29,80,80,Atlético de Madrid,2020 ~ 2023,€21M,€66K,1926
Grimaldo,LB,26,82,85,SL Benfica,2016 ~ 2023,€36.5M,€19K,2184
Angeliño,LWB,25,83,85,TSG Hoffenheim,"Jun 30, 2023 On Loan",€42M,€64K,2209
Joelinton,CM,25,75,78,Newcastle United,2019 ~ 2024,€7.5M,€64K,1999
R. Gosens,LWB,27,82,82,Inter,"Jun 30, 2023 On Loan",€29.5M,€59K,2193
A. Nübel,GK,25,78,84,AS Monaco,"Jun 30, 2023 On Loan",€17.5M,€39K,1212
R. Oxford,CB,23,76,81,FC Augsburg,2019 ~ 2023,€10M,€21K,1705
G. Buffon,GK,44,79,79,Parma,2021 ~ 2024,€1.9M,€3K,1258
22 Juan Mata,CAM,33,76,76,Manchester United,2014 ~ 2022,€4.7M,€87K,1835
K. Walker,RB,32,85,85,Manchester City,2017 ~ 2024,€37.5M,€170K,2196
Parejo,CM,33,86,86,Villarreal CF,2020 ~ 2024,€42M,€64K,2162
Deulofeu,CF,28,80,80,Udinese Calcio,2021 ~ 2024,€21.5M,€26K,1963
J. Ward-Prowse,CM,27,81,82,Southampton,2011 ~ 2026,€29.5M,€69K,2149
S. Umtiti,CB,28,79,79,FC Barcelona,2016 ~ 2026,€15M,€125K,1998
D. Berardi,RM,27,84,84,U.S. Sassuolo Calcio,2012 ~ 2024,€45M,€57K,2063
A. Martial,ST,26,80,83,Manchester United,2015 ~ 2024,€28M,€125K,1973
J. Brandt,CAM,26,82,85,Borussia Dortmund,2019 ~ 2024,€40M,€60K,2027
R. Andrich,CDM,27,81,82,Bayer 04 Leverkusen,2021 ~ 2026,€26.5M,€57K,2156
A. Sørloth,ST,26,76,78,RB Leipzig,2020 ~ 2025,€9.5M,€48K,1896
J. Denayer,CB,27,77,79,,Free,€0,€0,1832
L. Hernández,CB,26,84,86,FC Bayern München,2019 ~ 2024,€46M,€82K,2014
K. Ajer,CB,24,75,83,Brentford,2021 ~ 2026,€11.5M,€33K,1828
F. Dimarco,LWB,24,78,83,Inter,2018 ~ 2026,€20M,€47K,2094
A. Onana,GK,26,82,85,Inter,2022 ~ 2027,€30.5M,€59K,1468
Robert Sánchez,GK,24,77,83,Brighton & Hove Albion,2015 ~ 2025,€13.5M,€37K,1254
D. Upamecano,CB,23,81,87,FC Bayern München,2021 ~ 2026,€37M,€54K,1840
M. Svilar,GK,22,69,79,Roma,2022 ~ 2027,€2.7M,€15K,1282
T. Chalobah,CB,22,76,82,Chelsea,2016 ~ 2026,€11M,€64K,1782
M. Arambarri,CDM,26,80,85,Getafe CF,2018 ~ 2023,€28M,€32K,2006
D. Kamada,CAM,25,80,82,Eintracht Frankfurt,2017 ~ 2023,€26.5M,€34K,1960
T. Adams,CDM,23,76,80,Leeds United,2022 ~ 2027,€10M,€29K,1938
M. Senesi,CB,25,78,83,AFC Bournemouth,2022 ~ 2026,€18.5M,€44K,1857
E. Nketiah,ST,23,73,80,Arsenal,2016 ~ 2027,€6M,€51K,1706
E. Elmas,CAM,22,78,85,Napoli,2019 ~ 2025,€28.5M,€44K,2012
Mauro Júnior,RB,23,76,82,PSV,2017 ~ 2025,€11M,€14K,2041
T. Lamptey,RWB,21,75,83,Brighton & Hove Albion,2020 ~ 2025,€12M,€35K,1829
I. Meslier,GK,22,77,84,Leeds United,2020 ~ 2026,€18.5M,€25K,1219
N. Williams,RB,21,71,82,Nottingham Forest,2022 ~ 2026,€4M,€23K,1760
B. Sosa,LB,24,78,83,VfB Stuttgart,2018 ~ 2025,€20M,€22K,1969
M. Salisu,CB,23,77,85,Southampton,2020 ~ 2024,€22M,€41K,1644
A. Bah,RB,24,78,82,SL Benfica,2022 ~ 2027,€18.5M,€12K,2054
Thierry Correia,RB,23,76,82,Valencia CF,2019 ~ 2026,€11M,€25K,1927
Q. Timber,CM,21,72,84,Feyenoord,2022 ~ 2026,€5.5M,€6K,1930
Talles Magno,LM,20,71,83,New York City FC,2021 ~ 2026,€4.5M,€4K,1722
F. Díaz,CDM,19,72,83,Liverpool Fútbol Club,2019 ~ 2023,€4.8M,€500,1928
Morato,CB,21,74,85,SL Benfica,2019 ~ 2025,€9M,€8K,1614
João Victor,CB,23,76,84,SL Benfica,2022 ~ 2027,€15.5M,€11K,1765
A. Varela,CDM,20,74,84,Boca Juniors,2020 ~ 2026,€8.5M,€10K,1949
P. Aning,LB,18,62,82,Borussia Dortmund II,2022 ~ 2026,€1.1M,€500,1627
I. Ilić,CM,21,76,86,Hellas Verona,2021 ~ 2026,€17M,€20K,2051
H. Siquet,RB,19,70,81,Sport-Club Freiburg,2022 ~ 2026,€3.3M,€7K,1901
M. Vitík,CB,19,72,82,AC Sparta Praha,2019 ~ 2024,€4.7M,€500,1606
N. Dorgeles,CAM,19,65,84,KVC Westerlo,"Jun 30, 2023 On Loan",€1.8M,€4K,1634
S. Shoretire,RM,18,64,83,Manchester United,2021 ~ 2024,€1.5M,€7K,1637
J. Sarmiento,RM,20,66,80,Brighton & Hove Albion,2021 ~ 2026,€2.1M,€12K,1614
Cristhian Mosquera,CB,18,66,82,Valencia CF,2021 ~ 2025,€2M,€2K,1544
F. Afena-Gyan,ST,19,70,80,Roma,2021 ~ 2025,€3.5M,€19K,1772
Éderson,CM,22,74,82,Atalanta,2022 ~ 2026,€9.5M,€32K,1931
22 Iniesta,CAM,37,79,79,Vissel Kobe,2018 ~ 2024,€5.5M,€10K,1918
I. Perišić,LM,33,84,84,Tottenham Hotspur,2022 ~ 2024,€26.5M,€130K,2238
Jordi Alba,LB,33,85,85,FC Barcelona,2012 ~ 2024,€28M,€190K,2218
Alex Sandro,LB,31,80,80,Juventus,2015 ~ 2023,€15.5M,€95K,2101
W. Zaha,LW,29,82,82,Crystal Palace,2015 ~ 2023,€30M,€85K,2007
K. Volland,ST,29,82,82,AS Monaco,2020 ~ 2024,€30.5M,€76K,2116
Sergi Darder,CM,28,82,82,RCD Espanyol de Barcelona,2018 ~ 2023,€30.5M,€30K,2188
Gerard Moreno,ST,30,85,85,Villarreal CF,2018 ~ 2027,€53M,€64K,2109
Y. Carrasco,LM,28,85,85,Atlético de Madrid,2020 ~ 2024,€54.5M,€90K,2153
Lucas Vázquez,RB,31,81,81,Real Madrid CF,2015 ~ 2024,€18.5M,€140K,2152
De Tomás,ST,27,83,84,RCD Espanyol de Barcelona,2020 ~ 2026,€42.5M,€35K,2102
Otávio,RM,27,82,82,FC Porto,2014 ~ 2025,€32.5M,€21K,2116
A. Martial,ST,26,80,83,Manchester United,2015 ~ 2024,€28M,€125K,1973
M. Dembélé,ST,25,80,83,Olympique Lyonnais,2018 ~ 2023,€28.5M,€73K,1881
Ricardo Horta,CF,27,81,82,SC Braga,2017 ~ 2026,€30M,€23K,2074
Morales,LM,34,80,80,Villarreal CF,2022 ~ 2024,€10M,€39K,2089
G. Simeone,ST,26,78,79,Hellas Verona,2022 ~ 2026,€17M,€33K,1978
M. Dahoud,CM,26,80,82,Borussia Dortmund,2017 ~ 2023,€26M,€52K,2082
C. Tolisso,CM,27,81,81,Olympique Lyonnais,2022 ~ 2027,€27.5M,€75K,2193
L. Torreira,CDM,26,81,83,Galatasaray SK,2022 ~ 2023,€28.5M,€73K,2114
Borja Iglesias,ST,29,81,81,Real Betis Balompié,2019 ~ 2026,€25.5M,€36K,1921
M. Wolf,RM,27,77,77,Borussia Dortmund,2018 ~ 2024,€11M,€42K,2039
B. Godfrey,CB,24,77,85,Everton,2020 ~ 2025,€22M,€31K,1836
N. Mukiele,RWB,24,79,83,Paris Saint-Germain,2022 ~ 2027,€23.5M,€61K,1976
T. Minamino,CF,27,75,76,AS Monaco,2022 ~ 2026,€6.5M,€45K,1941
C. Montes,CB,25,77,82,,Free,€0,€0,1821
L. Nmecha,ST,23,78,83,VfL Wolfsburg,2021 ~ 2025,€21.5M,€44K,1931
D. Kamada,CAM,25,80,82,Eintracht Frankfurt,2017 ~ 2023,€26.5M,€34K,1960
A. Afif,LW,25,76,78,,Free,€0,€0,1837
É. Mendy,GK,30,86,87,Chelsea,2020 ~ 2025,€51M,€130K,1225
J. Brekalo,CF,24,79,85,VfL Wolfsburg,2021 ~ 2023,€28M,€48K,1943
F. Neuhaus,CM,25,80,84,Borussia Mönchengladbach,2017 ~ 2024,€29M,€34K,2030
B. Kamara,CDM,22,80,86,Aston Villa,2022 ~ 2027,€31M,€69K,1975
S. Birindelli,RWB,22,75,83,AC Monza,2022 ~ 2026,€12M,€33K,1896
S. Żurkowski,CM,24,76,82,Fiorentina,2019 ~ 2024,€12M,€40K,2099
O. Kabak,CB,22,73,80,TSG Hoffenheim,2022 ~ 2026,€5.5M,€20K,1672
J. Wind,ST,23,76,82,VfL Wolfsburg,2022 ~ 2026,€12M,€38K,1893
M. Taremi,ST,29,81,81,FC Porto,2020 ~ 2024,€25.5M,€22K,1959
E. Loiodice,CDM,21,69,81,Unión Deportiva Las Palmas,2020 ~ 2023,€3.2M,€3K,1857
Reguilón,LWB,25,80,83,Tottenham Hotspur,2020 ~ 2025,€25.5M,€82K,2020
Tetê,RW,22,76,86,Olympique Lyonnais,"Jun 30, 2023 On Loan",€17M,€1K,1860
Jean Lucas,CM,24,75,80,AS Monaco,2021 ~ 2026,€8.5M,€36K,2007
W. Singo,RWB,21,76,85,Torino F.C.,2019 ~ 2023,€16M,€26K,1934
S. Ricci,CDM,20,74,85,Torino F.C.,2022 ~ 2026,€8.5M,€23K,1949
Francés,CB,19,71,80,Real Zaragoza,2019 ~ 2024,€3.8M,€4K,1729
E. Demir,CAM,18,65,79,FC Barcelona,2022 ~ 2027,€1.7M,€9K,1650
G. Simeone,ST,19,65,78,Real Zaragoza,"Jun 30, 2023 On Loan",€1.7M,€7K,1665
A. Adli,ST,22,74,84,Bayer 04 Leverkusen,2021 ~ 2026,€9.5M,€37K,1892
22 P. Solari,RW,20,71,82,Colo-Colo,2020 ~ 2025,€4.1M,€5K,1694
O. Marmoush,ST,23,73,81,VfL Wolfsburg,2020 ~ 2023,€7M,€31K,1835
E. Martel,CDM,20,67,84,1. FC Köln,2022 ~ 2026,€2.5M,€6K,1706
Álex Baena,RM,20,74,81,Villarreal CF,2019 ~ 2025,€8.5M,€19K,1926
H. Mejbri,CAM,19,64,84,Manchester United,2020 ~ 2026,€1.6M,€11K,1691
